cell_id,row,col,lat,lon,lulc,ndvi,albedo,building_height_m,building_density,sky_view_factor,impervious_fraction,road_density,elevation_m,dist_to_water_m,air_temp_c,humidity_pct,wind_speed_ms,lst_c,lst_ecostress_c
0,0,0,23.23287297297297,77.38318196286234,tree,0.8542769180992207,0.22898098756399532,3.1886974644362756,0.0,0.9681130253556373,0.10832733528736042,0.016152940068954895,487.5718596620375,2251.600707015344,38.820155198339805,29.44114207151285,2.2324457704060507,32.02,32.61
1,0,1,23.23287297297297,77.38416256410027,tree,0.7877294677753502,0.17905982677033694,0.0,0.0,1.0,0.0,0.05780323410471909,487.17352826508653,1623.5849144278925,37.482252213588865,25.704177080827833,3.5554554338997306,30.09,30.05
2,0,2,23.23287297297297,77.38514316533819,tree,0.6693783991332187,0.1371988966500157,0.5958877331964293,0.0,0.9940411226680357,0.0919094552712684,0.0,493.94148283620945,266.868346038307,38.65306241978425,20.265850975507274,1.4800307271745252,31.66,32.01
3,0,3,23.23287297297297,77.3861237665761,road,-0.10106080093967537,0.16394577229935536,5.208995610249173,0.004636310261197644,0.9453600732538496,0.9388085617046744,0.9380620429803956,506.98859361989093,1184.3833455154038,37.705398660194845,30.183675674260854,2.164400759022754,45.44,45.6
4,0,4,23.23287297297297,77.38710436781403,built_up,0.09425803202250135,0.13961731848556252,7.6980022519046,0.2840491716210725,0.7667929330893641,0.8646660435842753,0.31092447454450234,503.61383476498816,1187.0640279848649,38.25556599749195,25.68292416368355,2.2650838337208685,45.09,45.04
5,0,5,23.23287297297297,77.38808496905196,built_up,0.08764203827889382,0.18151887698505678,8.870516270891176,0.36474450372185024,0.7106853602440706,0.7603983572058085,0.3311854794543762,500.2215089686086,2366.201441321956,38.77154722509942,27.49153037671204,2.5250244471123544,43.15,43.44
6,0,6,23.23287297297297,77.38906557028987,built_up,-0.03759712499559342,0.13711370414321672,13.099690772576752,0.2877027971390985,0.7107665538477282,0.8393580594787164,0.36326955940222155,501.47606842978223,2169.531454303697,38.445589561657975,31.587668425244086,1.9461218925321238,46.29,47.05
7,0,7,23.23287297297297,77.3900461715278,road,0.05690842860439391,0.14983318686542657,0.0,0.0,1.0,0.9687138403490182,0.9036358762652958,503.86809356968075,1176.26625599227,39.002645119027314,25.19672372293929,2.905349402850709,46.01,46.12
8,0,8,23.23287297297297,77.39102677276571,built_up,0.03969266600135148,0.15495975228863007,6.919843881383069,0.38125040796737325,0.721113836804114,0.8260831305754319,0.39636385776376737,496.8580993741635,1668.1905483162345,38.5254938464308,22.572047220761874,1.7330156342651544,46.95,47.04
9,0,9,23.23287297297297,77.39200737400364,built_up,0.09077374242637436,0.1623170562114346,10.20776838945511,0.26710652558795595,0.7510137270320731,0.9004396769621066,0.3464926831016837,506.3161286188385,1680.8838285323523,38.48502012689441,25.45075109417737,2.274523769351396,45.76,45.44
10,0,10,23.23287297297297,77.39298797524157,built_up,0.0336022111393195,0.11255613784474111,11.720217994915979,0.3424274264501358,0.6944627355032655,0.8968214639733249,0.34287196228547906,508.1872782195863,1531.4561448231077,38.93939791319107,24.444350550070297,2.1491462216015633,47.07,45.43
11,0,11,23.23287297297297,77.39396857647948,road,0.047278499622848906,0.09877966403779177,0.5810690351537915,0.05964263574763547,0.9613858599872626,0.977289227066834,0.9712469777473541,500.37088060999764,1366.6923837318884,38.36496135705288,25.580531389304912,2.112198575406907,45.51,45.54
12,0,12,23.23287297297297,77.39494917771741,built_up,0.18340464541629792,0.17605190093118656,10.562752936605737,0.38218108557885916,0.6841728735655701,0.8149064748224515,0.34308113814940183,502.4751823003889,1714.8521449328023,38.48993347953597,21.090165393210857,2.0916513714498346,45.41,44.27
13,0,13,23.23287297297297,77.39592977895532,built_up,0.12495325381465514,0.10672222832286471,12.93970510598658,0.37355118688911343,0.6651497961511218,0.8006504322161231,0.40345538949727683,511.70623197390364,1407.168318389259,38.54266761028128,28.94248396035816,1.4508762005437104,44.71,44.2
14,0,14,23.23287297297297,77.39691038019325,built_up,0.12252761611431409,0.16302347626233296,14.113888306169386,0.4206401993319717,0.6275090073057217,0.7836155861280716,0.4303923099588451,508.52525511584037,1006.9031197773223,38.47299947004026,31.47040518765432,1.7197167412771563,45.74,44.96
15,0,15,23.23287297297297,77.39789098143117,built_up,0.018222495658555424,0.15514440291212253,10.04997245560959,0.4066865894267959,0.6758226512591663,0.8871703420639131,0.3273423244801282,491.0711360585253,1441.5925319865028,38.96408717998968,24.753089633970525,1.2427182762030893,46.32,45.67
16,0,16,23.23287297297297,77.39887158266909,built_up,0.04799672868338159,0.14438287357197196,7.502174640923686,0.38321853371654857,0.7142080600466614,0.8857475945519998,0.3742373003058719,493.69313623301383,652.2438081985442,38.233279289816274,25.392123101348346,1.713853754436186,45.48,44.89
17,0,17,23.23287297297297,77.39985218390702,built_up,0.08094582138510753,0.15683098391058228,11.981748927614364,0.37553898031971517,0.673636071548013,0.8648912221243301,0.41009421885103975,501.64115749847224,408.19627382644137,38.16787746676895,27.250453990729383,2.506558221239408,44.1,44.54
18,0,18,23.23287297297297,77.40083278514494,grass,0.46219202028603856,0.28131870913637824,0.0,0.0014862330914511054,0.9991825717997019,0.08868322834839329,0.03383531837100256,501.55401722523015,1783.8787657351313,38.07532784567058,24.354778801984697,2.45144669546487,33.23,33.53
19,0,19,23.23287297297297,77.40181338638286,water,-0.09491300281595137,0.11831778671636142,0.0,0.0,1.0,0.0,0.0,502.20625129540673,0.0,37.64326717136726,23.935130292219565,2.384758458501358,35.25,35.35
20,0,20,23.23287297297297,77.40279398762078,grass,0.4774941286371517,0.24060242062485038,0.0,0.0,1.0,0.1492320744166631,0.11034774561159282,511.90358348637454,1597.049505863927,39.09349683136021,24.44535515931109,1.2406719308733027,36.0,37.09
21,0,21,23.23287297297297,77.4037745888587,grass,0.45210903476343056,0.2262915674280197,0.0,0.0,1.0,0.04366008211200295,0.0319920013808775,497.6640619085866,451.16853125416185,38.13968533652255,25.896402137484507,2.392030952985662,32.26,35.01
22,0,22,23.23287297297297,77.40475519009662,grass,0.44776059725701584,0.21044709026602165,0.0,0.0,1.0,0.0839523499641828,0.00533451440302133,507.41336131820754,226.7291549573498,38.404561896388834,16.946928246762237,2.162334754167376,32.47,32.93
23,0,23,23.23287297297297,77.40573579133455,grass,0.33085206055734173,0.22009857353347276,0.24031797348076478,0.02021075680094867,0.9864809040246706,0.0730513245860453,0.0,499.94147093844043,950.5317687576805,39.12319443908419,32.0299084723842,2.508808956719303,35.15,35.97
24,0,24,23.23287297297297,77.40671639257246,bare_soil,0.21306428427934165,0.27027318250224425,0.0,0.12377090697989712,0.9319260011610566,0.19026198866346566,0.03224627460796363,505.1704754670908,1531.0331279704646,38.44324518570044,27.07568435961657,2.9474261697740807,36.97,37.22
25,0,25,23.23287297297297,77.40769699381039,grass,0.46736923592467516,0.22581522383231528,0.25083572459279035,0.0,0.9974916427540721,0.11627594014196344,0.11114583349698368,509.68545527170846,1312.191537816581,38.7057617692032,35.972437146975224,1.9526867387934377,33.92,34.5
26,0,26,23.23287297297297,77.40867759504832,road,0.08134978788635941,0.08392472273808044,0.0,0.04739249220920277,0.9739341292849385,1.0,0.9191653531161849,496.13129352461476,2246.725279300576,37.93176296576996,29.415058697540374,1.989672912054816,44.18,42.72
27,0,27,23.23287297297297,77.40965819628623,road,0.035775674986138345,0.16470085918101135,0.5171432931894812,0.012309014116271761,0.9880586093041557,0.9647254556170051,0.9877022056604091,510.862220402432,635.2591091426804,39.05934179062908,32.633725129037416,2.7377390721550516,44.37,41.94
28,0,28,23.23287297297297,77.41063879752416,road,0.008852966866773795,0.1374523557312266,0.0,0.0,1.0,1.0,0.9941381281885004,496.4028632746229,1256.5949290127446,38.45136078202407,26.702911081010008,1.8379482475426854,46.06,44.16
29,0,29,23.23287297297297,77.41161939876207,tree,0.647491512245746,0.15313557268563902,0.3104130803334499,0.0015703393789921766,0.9960321825382198,0.0016561954134682727,0.0,491.47964504035554,1376.5293395282504,38.09268225997937,24.22951792860455,2.2488603477386926,31.41,30.85
30,0,30,23.23287297297297,77.4126,bare_soil,0.0019416481984859957,0.24965268311319413,0.0,0.020951030192899033,0.9884769333939055,0.10986332249726494,0.011269167941421611,513.1161921259794,1985.245128059308,38.092390405339366,27.86735654566816,0.9974282456709896,37.41,38.64
31,0,31,23.23287297297297,77.41358060123792,bare_soil,0.01164554584927073,0.2889522880489287,0.0,0.0,1.0,0.1943265022804963,0.05913164627732502,504.7972709937629,791.4289468302047,39.17599034778809,25.283825704133292,2.015166644300732,37.99,38.22
32,0,32,23.23287297297297,77.41456120247584,bare_soil,0.16230203984460015,0.21268875004354965,0.0,0.0,1.0,0.20391603458694657,0.0018868814536000134,498.8682312510409,1063.0518999657024,38.26552917081217,20.005882894791696,2.983012668197655,36.67,36.32
33,0,33,23.23287297297297,77.41554180371377,bare_soil,0.12134443445934522,0.29620392900874676,0.37332756525595706,0.0,0.9962667243474405,0.22008741399023912,0.04304494174611056,495.55179287421896,1123.058858876776,38.10136220948374,32.05407924797739,2.3976760945857905,36.57,37.08
34,0,34,23.23287297297297,77.41652240495168,bare_soil,0.18971439378279517,0.24691717968197932,4.511755490639859,0.0,0.9548824450936014,0.1827317694397632,0.0,517.503415974955,904.362367937732,38.326772215657655,28.130972035844632,2.6902079294757453,37.3,37.62
35,0,35,23.23287297297297,77.4175030061896,grass,0.41994953060828805,0.20887753780180243,0.23900701973487565,0.0,0.9976099298026513,0.09335565976888004,0.0,500.45727868801464,1169.1358374475851,38.51814896033655,25.198790222442234,2.7711371008975036,34.69,33.47
36,0,36,23.23287297297297,77.41848360742753,grass,0.5123141278447436,0.25927182844838204,0.0,0.04081145408369777,0.9775537002539663,0.04492156097775968,0.06069369370784418,495.42019360692336,572.98357204633,38.560727776527195,29.505086546445426,2.982533773030327,33.4,33.82
37,0,37,23.23287297297297,77.41946420866545,water,-0.11113532069224304,0.12201417341593337,0.4525138418271168,0.074824407383919,0.9543214375205734,0.0,0.041914044181919595,494.78271970210443,0.0,38.67774303950764,20.187730504253025,1.9553081994147752,35.96,36.71
38,0,38,23.23287297297297,77.42044480990337,water,-0.08699903028043511,0.09984475201772518,0.6268515497783187,0.0,0.9937314845022168,0.0440153476046282,0.06926626377301577,495.32957262195106,0.0,38.593904415722456,25.63916280059202,2.7584345292021344,34.94,36.83
39,0,39,23.23287297297297,77.4214254111413,bare_soil,0.14995917410122733,0.27006458817843554,0.0,0.027808887786550603,0.9847051117173972,0.1771803785087201,0.0,499.1990438645073,1920.766352606512,38.758855486052305,29.73126704043738,3.5268612720489267,36.89,36.82
40,0,40,23.23287297297297,77.42240601237921,bare_soil,0.12180417624681489,0.24292979257555122,0.0,0.00696149608298006,0.996171177154361,0.14352859996545106,0.0,505.0842879274721,1536.676392434238,38.39090138142551,27.372322874383705,2.1808672906617783,37.16,38.68
41,0,41,23.23287297297297,77.42338661361714,grass,0.4279118079663688,0.22880977873455127,0.4703041104887515,0.030120969298454276,0.9787304257809626,0.13023749519699,0.0,498.0760083321409,1462.721976304667,39.32887179720022,30.77371243586773,1.396221367096662,35.87,35.51
42,0,42,23.23287297297297,77.42436721485505,built_up,0.05537260453765913,0.1410860791777948,12.947084075627618,0.4101787408400933,0.6449308517816725,0.9253959708617433,0.39507945009124484,499.0514867762285,1114.8696873412796,38.30462394084578,27.85614336255525,1.5812664391945717,45.91,48.0
43,0,43,23.23287297297297,77.42534781609298,built_up,-0.09101944631208188,0.13020493409328424,7.58563884535667,0.4122084496378118,0.6974289642456368,0.857643535556,0.3778342302410711,511.1733637755855,1211.6355268997672,39.040957508656625,28.735331118785858,2.180730317941736,46.77,46.23
44,0,44,23.23287297297297,77.42632841733091,built_up,0.21682497871539175,0.14697354335659712,7.584949749037765,0.3677240761847745,0.7219022606079963,0.8313626649846089,0.37368508604613515,492.4220007981656,1087.388051452872,38.26039505055426,32.90466714475093,1.0691569706019857,43.32,43.9
45,0,45,23.23287297297297,77.42730901856882,built_up,0.0703375831522348,0.1265563757703337,12.774161005727834,0.4222528911501157,0.6400192998101579,0.908328356755198,0.336758992755552,509.62022054118324,566.6847550619908,37.92889308219374,23.32571166845652,1.4918067812261502,44.92,45.18
46,0,46,23.23287297297297,77.42828961980675,built_up,-0.00330305805939142,0.10358594941726362,10.64748715571898,0.44435567888927324,0.6491295050537099,0.8198928959680185,0.3309322638014225,498.2718563575253,1548.079284107532,37.833164539901695,24.546905546188437,1.721134912593732,45.59,46.93
47,0,47,23.23287297297297,77.42927022104467,road,0.0013424817987255713,0.09399749126250496,0.0,0.0,1.0,1.0,0.953637040339139,494.08116391801667,1893.366813583396,38.62158029996,26.322573178368177,2.2659148249653627,46.26,47.48
48,0,48,23.23287297297297,77.43025082228259,road,-0.005112810123611235,0.15259866738447397,3.5090174447502513,0.0028005813187334328,0.963369505827194,0.9050725236314157,1.0,503.0982084501164,1127.6018377879434,38.964783596656396,26.907884604635164,3.2298774821184373,46.17,45.23
49,0,49,23.23287297297297,77.43123142352052,built_up,0.13736767488650334,0.16106908361064043,13.503035826030445,0.33153702781804884,0.6826242764397688,0.8659236706387196,0.3025651907902025,505.33067516592985,1292.9176775455837,38.03959143791753,32.62615643176331,2.281006751059948,44.94,44.64
50,0,50,23.23287297297297,77.43221202475843,built_up,0.09686055532920873,0.1356095082847859,9.454358189822566,0.3141783192199258,0.7326583425308152,0.8895215107342117,0.4095881614696575,495.5466531287193,1596.5741552041043,38.1490022129803,22.341202470083694,1.367889291330694,45.35,47.26
51,0,51,23.23287297297297,77.43319262599636,built_up,0.10593101747961453,0.14024293434046578,6.11641182567425,0.2851965286495885,0.7819777909859839,0.8109509024424214,0.2644398110571227,511.2642458392449,1519.6122046877808,38.65445128436989,27.882000462620887,4.126331004780838,44.41,44.5
52,0,52,23.23287297297297,77.43417322723428,built_up,0.07820233709605269,0.07429292542196515,5.21945618876779,0.3426082278652356,0.7593709127864425,0.9485244982741988,0.3220542321650767,506.9103841152995,1112.2845111997922,38.49898320199863,25.796887571793913,1.9792882904662827,46.68,47.41
53,0,53,23.23287297297297,77.4351538284722,built_up,0.08331435555733199,0.17644051546678796,8.75587134246464,0.3004423197611925,0.7471980107066977,0.9209035277062382,0.3518223128445438,508.7296407246893,1026.5808656775494,38.26574108505614,34.801929734252695,1.0712363100797688,46.07,45.11
54,0,54,23.23287297297297,77.43613442971012,built_up,0.16440045253765856,0.14820881823603835,10.54493771082274,0.33353528297390084,0.7111062172561271,0.8247262509001749,0.34993268758020113,496.4592780960851,1866.4192478988828,37.98829507949919,31.53539001471865,1.3947404538909747,43.99,43.77
55,0,55,23.23287297297297,77.43711503094804,built_up,0.06781656997588026,0.09510478316618304,5.0924370464853475,0.23241837909622942,0.8212455210322204,0.880898537877697,0.3039398275450622,502.40068620670854,1472.8233604644327,38.623630241601724,28.954769108842832,1.467512915396127,45.45,44.81
56,0,56,23.23287297297297,77.43809563218596,built_up,0.07611748430541337,0.1531521561014711,9.515792769838061,0.17487232178161857,0.8086622953217292,0.8338187379575754,0.36700412536253724,513.12226248604,2266.0823161007047,38.761172580799595,31.87537079174507,1.2847348065084987,45.85,46.68
57,0,57,23.23287297297297,77.43907623342389,built_up,-0.0017890308151153889,0.1295082410206168,5.029986315083356,0.37777107001839194,0.7419260483390508,0.9006428104074276,0.364023515474527,501.3287588900817,2131.893405601164,38.696699785356,22.722240312833744,2.2489007830324055,46.02,46.68
58,0,58,23.23287297297297,77.4400568346618,built_up,0.15267951168560834,0.17474134089968363,9.908598113473957,0.27555592031090526,0.7493582626942625,0.8883562416008779,0.38264167621020456,498.4749002432643,1285.064990866632,38.510605436801534,36.11001793786631,0.5397101559553956,44.19,45.29
59,0,59,23.23287297297297,77.44103743589973,built_up,0.1479987961734926,0.18992348326308822,6.711595407070576,0.2709201548567639,0.783877960758074,0.8675466538227349,0.3694639599099444,495.82106912606963,2421.929794526576,38.07771806244744,24.632584596894695,2.548214515176929,43.96,42.98
